volume,num,open,close,low,high,money,label
5.759899894,130,8149.23,8148.85,8147.68,8152.03,46941.64371,8152.45
3.0799,94,8150.14,8150.94,8148.5,8152.09,25102.33192,8148.85
4.727400628,128,8149.61,8149.73,8148,8150.76,38525.26229,8150.94
5.3497,74,8149.99,8150.42,8149.33,8150.42,43599.98794,8149.73
2.874696319,64,8149.49,8149.99,8149.45,8150,23428.55645,8150.42
9.9157,82,8149.75,8149.89,8149.28,8150,80811.45219,8149.99
3.284550202,69,8150,8149.99,8149.18,8150,26768.1013,8149.89
3.379387606,103,8149.99,8149.67,8149.12,8150,27540.62068,8149.99
2.984825968,85,8148,8149.18,8146.83,8150,24320.73498,8149.67
2.822359517,90,8149.23,8147.19,8147.18,8150,22997.77969,8149.18
3.696085007,127,8147.69,8148.67,8147.16,8149.39,30116.75047,8147.19
1.615727014,55,8147.89,8148.4,8147.15,8148.77,13164.9028,8148.67
3.843150501,53,8146.73,8147.9,8146.73,8148.85,31313.59772,8148.4
3.4423,61,8149.18,8147.48,8146.73,8149.18,28048.39041,8147.9
3.97645946,78,8148.37,8149.18,8145.92,8149.18,32399.18858,8147.48
3.283744929,73,8150,8148.77,8148.37,8150,26761.76586,8149.18
6.24986982,75,8148.02,8150,8148.02,8150,50935.77784,8148.77
5.2265,97,8149.01,8150,8147.91,8150,42594.15982,8150
3.639878835,93,8150,8149.16,8148.09,8150,29662.62458,8150
4.4809,104,8152.01,8150,8149.71,8152.17,36524.62145,8149.16
3.7227,62,8152.03,8152.01,8150.91,8152.79,30344.99556,8150
5.812583201,116,8146.19,8153.01,8146.19,8155,47378.90808,8152.01
11.74655389,188,8153.91,8145.83,8143.31,8157.3,95745.43359,8153.01
3.465770719,75,8146.97,8153.9,8146.97,8153.91,28249.70846,8145.83
13.17795237,96,8139.05,8146.98,8139.05,8146.98,107289.9982,8153.9
4.145417937,72,8140,8138.95,8138.95,8140,33742.6644,8146.98
8.404038945,57,8139.28,8139.99,8138.47,8140,68407.8608,8138.95
10.61109057,70,8140.48,8139.98,8138.18,8141.59,86366.40351,8139.99
8.367563959,110,8134.51,8139.49,8133.51,8141.64,68099.68004,8139.98
3.379329175,67,8138.53,8135.6,8133.44,8138.97,27492.31,8139.49
10.76272265,151,8140.99,8137.49,8136.27,8140.99,87596.94279,8135.6
11.42883429,140,8128.64,8141.31,8128.64,8142.48,92957.72892,8137.49
3.88449716,78,8133.92,8129.09,8128.64,8133.92,31581.97174,8141.31
5.49834189,85,8141.42,8134,8134,8141.71,44745.77396,8129.09
15.4738,202,8141.76,8142.09,8140.32,8142.64,125985.2898,8134
11.7377322,186,8130.08,8141.76,8128.59,8141.76,95451.1045,8142.09
10.37199673,136,8138.41,8130.05,8130,8138.41,84359.48308,8141.76
5.9058,90,8140.84,8138.41,8137.45,8141.58,48066.8093,8130.05
12.2134,139,8142.01,8140.84,8138.65,8142.72,99427.43056,8138.41
6.3605,138,8149.01,8140.01,8140,8149.41,51807.60745,8140.84
3.265076752,79,8149.81,8149.43,8147.76,8151.58,26606.90464,8140.01
3.436469505,57,8148.25,8149.94,8148.25,8150.69,28006.86958,8149.43
5.750630495,61,8147.53,8148.27,8147.26,8149.06,46857.29469,8149.94
10.58568303,80,8148.01,8147.53,8147.08,8149.38,86254.76032,8148.27
9.379299975,105,8154.32,8147.85,8147.5,8154.63,76441.40292,8147.53
3.4012,70,8158.89,8154.32,8154.32,8158.89,27742.93279,8147.85
22.72373616,203,8149.38,8158.88,8149.35,8162.46,185298.8626,8154.32
13.3905,144,8136,8148.55,8136,8149.47,109024.1509,8158.88
3.8626,94,8139.73,8136,8136,8140.47,31431.63463,8148.55
9.0851,143,8141.66,8139.73,8139.52,8146.79,73988.11696,8136
23.97618699,270,8148.73,8141.66,8135.88,8148.98,195146.7601,8139.73
10.2747,73,8149.16,8148.99,8148.99,8149.9,83730.0202,8141.66
8.963726403,115,8152.25,8149.82,8149.16,8153.72,73058.18701,8148.99
5.57645187,113,8158.36,8152.6,8152.6,8158.36,45479.74526,8149.82
7.443946675,111,8159.9,8158.36,8158.36,8160.81,60735.0282,8152.6
4.093954451,86,8157.88,8159.9,8157.88,8160.57,33402.59234,8158.36
0.7888,62,8158.29,8158.66,8156.75,8158.72,6435.056644,8159.9
3.449019842,74,8163.77,8160.28,8158.58,8163.78,28148.7012,8158.66
4.145857842,110,8168.53,8163.97,8163.97,8169.24,33859.37319,8160.28
4.569113059,127,8168.25,8168.53,8167.25,8170.98,37324.19633,8163.97
1.835850957,90,8168.42,8168.25,8166.62,8168.69,14995.14377,8168.53
